id,title,slug,entities,category
17961,Suspect in 3 Houston killings charged with murder,suspect-in-3-houston-killings-charged-with-murder,"[""Harris County"",""Houston"",""KPRC"",""NBC""]",Law
17962,"Theron, others fight against gender-based Violence amid COVID-19",theron-others-fight-against-gender-based-violence-amid-covid-19,"[""United Nations Population Fund"",""How to Get Away with Murder"",""Reese Witherspoon"",""Theron"",""Allison Janney"",""Entertainment Industry Foundation"",""Viola Davis"",""Jennifer Garner"",""Charlize Theron""]",Other
17963,Kenya's new Chief of Defence Forces takes over,kenyas-new-chief-of-defence-forces-takes-over,"[""Mwathethe"",""Kenyatta"",""Department of Defence"",""Nairobi"",""DoD"",""Paul Kihara"",""Monica Juma"",""Rachael Omamo"",""Uhuru Kenyatta"",""Raychelle Omamo"",""Julius Karangi"",""Constitution"",""K"",""CDF"",""His Excellency"",""Kenyans"",""Kenya"",""Kenya Defence Forces"",""Samson Mwathethe""]",Other
17964,Katy Perry announces new song 'Daisies',katy-perry-announces-new-song-daisies,"[""Charlie Puth"",""Orlando Bloom"",""Demi Lovato"",""Taylor Swift"",""Swift"",""American Idol"",""Katy Perry""]",Entertainment
17965,Police apprehend partying athletes,police-apprehend-partying-athletes,"[""Kenya"",""Eldoret"",""Covid-19"",""Kenyan""]",Other
17966,Boulevard hotel closed for discharging untreated effluent into Nairobi River,boulevard-hotel-closed-for-discharging-untreated-effluent-into-nairobi-river,"[""Nairobi"",""Kenya"",""Nairobi River""]",Other
17967,Kenya's confirmed Covid-19 cases soar to 621,kenyas-confirmed-covid-19-cases-soar-to-621,"[""Mombasa"",""Kenya"",""Nairobi"",""Mom"",""Machakos"",""Machakos County"",""Kenyans"",""Jomo Kenyatta Internation Airport""]",Health
17968,Singaporean Tang appointed next head of UN intellectual property agency,singaporean-tang-appointed-next-head-of-un-intellectual-property-agency,"[""Ministry of Law"",""Edwin Tong"",""United Nations"",""World Intellectual Property Organization"",""Singaporean"",""IPOS"",""UN"",""Daren Tang"",""WIPO"",""Asia""]",Politics
17969,Man charged with attempting to bribe police officer at station,man-charged-with-attempting-to-bribe-police-officer-at-station,"[""Corrupt Practices Investigations Bureau"",""Public Transport Security Command"",""COVID-19"",""Chen Long""]",Law
17970,Man who met another person for dinner charged,man-who-met-another-person-for-dinner-charged,"[""Lye"",""COVID-19""]",Sports
17971,Biden allies told to attack Trump's stimulus as 'cronyism',biden-allies-told-to-attack-trumps-stimulus-as-cronyism,"[""Trump"",""Biden"",""Joe Biden"",""Donald Trump"",""Democratic"",""Tim Murtaugh"",""Reuters"",""American"",""Jake Sullivan""]",Politics
17972,Trump campaign launches $10 million ad blitz against Biden,trump-campaign-launches-dollar-10-million-ad-blitz-against-biden,"[""Donald Trump"",""Joe Biden"",""Democratic"",""United States"",""Republican"",""China"",""Wuhan""]",Politics
17973,Biden's accuser says he should drop out of White House race,bidens-accuser-says-he-should-drop-out-of-white-house-race,"[""Biden"",""White House"",""Joe Biden"",""Democratic"",""Megyn Kelly"",""Fox News"",""NBC"",""Donald Trump"",""United States"",""Republican"",""MSNBC"",""U.S. Senate""]",Politics
17974,U.S. Senate upholds Trump veto of 'insulting' Iran war powers,u-s-senate-upholds-trump-veto-of-insulting-iran-war-powers,"[""Iraq"",""U.S. Senate"",""Iran"",""Donald Trump"",""Tim Kaine"",""Congress"",""Democratic"",""Qassem Soleimani"",""Republican"",""House of Representatives"",""Baghdad"",""Middle East"",""Islamic Republic"",""Barack Obama"",""United States""]",Politics
17975,Anti-Netanyahu activist quizzed by police after threatening PM’s son,anti-netanyahu-activist-quizzed-by-police-after-threatening-p-ms-son,"[""The Times of Israel"",""Lahav 433"",""Jerusalem"",""Benjamin Netanyahu"",""Israeli"",""Hebrew"",""Yair Netanyahu""]",Politics
17976,Brighton keen on Clermont Foot striker,brighton-keen-on-clermont-foot-striker,"[""Rheindorf Altach"",""Floridsdorfer AC"",""Germany"",""Stuttgart"",""Adrian Grbic"",""Clermont Foot"",""French"",""Lorient"",""Ligue 1"",""Austria""]",Sports
17977,Solskjaer relishing Pogba-Fernandes prospect,solskjaer-relishing-pogba-fernandes-prospect,"[""United"",""Ole Gunnar Solskjaer"",""Manchester United"",""Paul Pogba"",""Bruno Fernandes"",""Solskjaer"",""Sampdoria"",""Sporting Lisbon"",""Sky Sports"",""Portuguese"",""Premier League"",""Nemanja"",""Scott"",""Pogba"",""Fernandes""]",Sports
17978,Son completes military training,son-completes-military-training,"[""Heung-Min Son"",""Tottenham"",""South Korea"",""Premier League"",""Son"",""Jose Mourinho"",""London""]",Sports
17979,Walker defends self after second coronavirus lockdown breach,walker-defends-self-after-second-coronavirus-lockdown-breach,"[""Kyle Walker""]",Sports
17980,IFAM permits five substitutions per team,ifam-permits-five-substitutions-per-team,"[""Bundesliga"",""Premier League"",""FIFA"",""International Football Association Board"",""IFAB""]",Sports
17982,"China open to independent investigation into COVID-19 origins, says envoy",china-open-to-independent-investigation-into-covid-19-origins-says-envoy,"[""China"",""German"",""US"",""Berlin""]",Health
17983,VE Day: UK marking 75th anniversary of end of WW2 in Europe,ve-day-uk-marking-75-th-anniversary-of-end-of-ww-2-in-europe,"[""Royal Air Force"",""UK"",""Europe"",""Britain"",""Nazi Germany"",""Red Arrows"",""London"",""Edinburgh"",""Cardiff"",""Belfast"",""Zoom"",""Winston Churchill"",""Boris Johnson"",""Bruce Shand"",""BBC One"",""Keir Starmer"",""Margaret"",""George VI"",""Balmoral"",""Duchess of Cornwall"",""Elizabeth"",""Katherine Jenkins"",""Beverley Knight"",""Adrian Lester"",""Prince Charles"",""12th Royal Lancers"",""Allies"",""Edinburgh Castle"",""Daily Telegraph"",""Italy"",""North Africa"",""BBC Radio 5 Live"",""High Wycombe"",""Welsh"",""Dame Vera Lynn"",""Bletchley"",""Bletchley Park"",""Justin Welby"",""Queen""]",Politics
17984,Coronavirus lockdown: UK 'should not expect big changes',coronavirus-lockdown-uk-should-not-expect-big-changes,"[""Northern Ireland"",""Nicholas Watt"",""Oliver Dowden"",""Newsnight"",""NHS"",""UK"",""Wales"",""BBC Breakfast"",""Scotland""]",Politics
17985,Coronavirus: Rail services to be increased as travel restrictions ease,coronavirus-rail-services-to-be-increased-as-travel-restrictions-ease,"[""BBC"",""Campaign for Better Transport"",""Britain"",""Department for Transport""]",Business
17987,Coronavirus: 'Modest' lockdown changes announced in Wales,coronavirus-modest-lockdown-changes-announced-in-wales,"[""BBC Wales"",""Downing Street"",""Cardiff"",""Office for National Statistics"",""Northern Ireland"",""Plaid Cymru"",""Welsh Local Government Association"",""Welsh Labour"",""UK"",""Covid-19"",""Wales"",""Mark Drakeford"",""Boris Johnson"",""England"",""Welsh Government"",""George Eustice"",""United Kingdom"",""Scotland"",""Nicola Sturgeon"",""Adam Price"",""Paul Davies"",""Mark Reckless""]",Politics
17988,Coronavirus: Andy Serkis reads entire Hobbit live online for charity,coronavirus-andy-serkis-reads-entire-hobbit-live-online-for-charity,"[""Andy Serkis"",""Hobbit"",""Gollum"",""King Kong"",""Ian McKellen"",""Martin Freeman"",""The Hobbit""]",Entertainment
17989,Live music circuit 'risks collapse within weeks',live-music-circuit-risks-collapse-within-weeks,"[""Bedford Esquires"",""UK"",""Music Venue Trust"",""Darren Foreman"",""Germany"",""Ticketmaster"",""Jack Conte"",""UK Music"",""London"",""Stockton-on-Tees"",""Euro"",""The Wonder Stuff"",""Arctic Monkeys"",""US"",""Fatboy Slim""]",Entertainment
17990,PL to warn clubs over voting against neutral venues,pl-to-warn-clubs-over-voting-against-neutral-venues,"[""Premier League"",""Aston Villa"",""Bournemouth"",""West Ham"",""Bundesliga""]",Sports
17991,Scottish Premiership clubs decide against reconstruction of SPFL pyramid,scottish-premiership-clubs-decide-against-reconstruction-of-spfl-pyramid,"[""Scottish Premiership"",""SPFL""]",Sports
17992,"COVID-19: Again, Nigeria records highest daily cases",covid-19-again-nigeria-records-highest-daily-cases,"[""Nigeria"",""COVID-19"",""Lagos"",""Kano"",""Jigawa"",""Borno"",""Katsina"",""Kwara"",""Zamfara"",""Bauchi"",""Kaduna"",""Gombe"",""Niger"",""Enugu"",""Sokoto"",""Oyo""]",Health
17993,FG says isolation centres running out of bed spaces,fg-says-isolation-centres-running-out-of-bed-spaces,"[""Kano"",""Lagos"",""Zamfara""]",Health
17994,NSE begins recruitment process for Onyema’s successor,nse-begins-recruitment-process-for-onyemas-successor,"[""NSE"",""Nigerian Stock Exchange"",""Oscar Onyema"",""THISDAY""]",Business
17995,Man convicted in Ekiti for not using mask,man-convicted-in-ekiti-for-not-using-mask,"[""Ekiti"",""Court"",""Ado Ekiti"",""Ekiti State""]",Law
17996,WHO says COVID-19 may not spread widely in Africa,who-says-covid-19-may-not-spread-widely-in-africa,"[""Matshidiso Moeti"",""Kano State"",""Nigeria Medical Association"",""Mohammed"",""Africa"",""WHO"",""World Health Organisation"",""Moeti"",""COVID-19"",""South Africa"",""Cameroon"",""Algeria""]",Health
17997,Nestlé’s first quarter profit declines by N1.7bn,nestles-first-quarter-profit-declines-by-n-1-7-bn,"[""Nestlé"",""Nestlé Nigeria Plc"",""Reuters"",""Nigerian Stock Exchange"",""Return on Investment""]",Business
17998,Woman found dead in Queenstown old age home,woman-found-dead-in-queenstown-old-age-home,"[""Queenstown"",""KZN"",""Eastern Cape""]",Law
17999,Covid-19: SA's biggest one-day increase hits 663,covid-19-s-as-biggest-one-day-increase-hits-663,"[""Zweli Mkhize"",""Western Cape"",""Eastern Cape"",""Free State"",""KwaZulu-Natal"",""Gauteng"",""Gauteng - 18"",""ICU"",""South Africa""]",Health
18000,COVID-19: Nurse among new deaths in Western Cape,covid-19-nurse-among-new-deaths-in-western-cape,"[""Western Cape"",""Alan Winde"",""Zweli Mkhize"",""Tygerberg Hospital"",""South Africa""]",Health
18002,Hospital says Jogi suffers cardiac arrest,hospital-says-jogi-suffers-cardiac-arrest,"[""Ajit Jogi"",""Chhattisgarh"",""Bhupesh Baghel"",""Raman Singh"",""BJP""]",Health
18003,Odisha govt increases work hours to 12 hours in factories,odisha-govt-increases-work-hours-to-12-hours-in-factories,"[""Odisha""]",Politics
18004,Second W'House aide tests positive,second-w-house-aide-tests-positive,"[""White House"",""U.S."",""Katie Miller"",""Mike Pence"",""Stephen Miller"",""Trump"",""NBC News"",""Donald Trump""]",Health
18005,IMF warns of further drop in global growth,imf-warns-of-further-drop-in-global-growth,"[""Kristalina Georgieva"",""European University Institute"",""Reuters"",""Georgieva""]",Business
18006,"Amid virus tension, U.S. tightens visa rules for journalists",amid-virus-tension-u-s-tightens-visa-rules-for-journalists,"[""U.S."",""Chinese"",""United States"",""Department of Homeland Security"",""China"",""American""]",Law
18007,Court halts ban on mass gatherings at Kentucky churches,court-halts-ban-on-mass-gatherings-at-kentucky-churches,"[""Kentucky"",""Andy Beshear"",""Gregory F. Van Tatenhove"",""U.S."",""Nicholasville"",""Democratic"",""David Hale""]",Law
18008,Search for 2 Utah teens who went missing continues,search-for-2-utah-teens-who-went-missing-continues,"[""Utah"",""Utah Lake"",""Salt Lake City"",""Eagle Mountain"",""Saratoga Springs"",""NBC"",""Utah County Sheriff's Office""]",Other
18009,U.S. women's soccer seeks appeal in fair pay fight,u-s-womens-soccer-seeks-appeal-in-fair-pay-fight,"[""U.S."",""R. Gary Klausner"",""United States"",""U.S. Soccer Federation"",""Los Angeles"",""U.S. Court of Appeals for the Ninth Circuit"",""Court"",""Ninth Circuit""]",Sports
18010,FDA chief self-quarantines after exposure to Pence aide,fda-chief-self-quarantines-after-exposure-to-pence-aide,"[""Stephen Hahn"",""Katie Miller"",""FDA"",""White House"",""Mike Pence"",""Donald Trump"",""Stephen Miller"",""Ivanka Trump"",""Jared Kushner"",""POLITICO""]",Politics
18011,Newsom endorses Biden,newsom-endorses-biden,"[""Newsom"",""Biden"",""Joe Biden"",""Gavin Newsom"",""America"",""California"",""Democratic"",""David Plouffe"",""Kamala Harris"",""Hillary Clinton"",""Zoom"",""San Francisco""]",Politics
18012,Former NIH chief favored as Trump’s ‘therapeutics czar’,former-nih-chief-favored-as-trumps-therapeutics-czar,"[""Moncef Slaoui"",""Trump"",""Elias Zerhouni"",""Alex Azar"",""Sanofi"",""George W. Bush"",""Health and Human Services"",""Donald Trump"",""Mark McClellan"",""Calico"",""Art Levinson"",""GlaxoSmithKline"",""White House"",""Department of Defense"",""FDA"",""POLITICO"",""Zerhouni"",""HHS""]",Politics
18013,Tara Reade allegations spill into 2020 Senate races,tara-reade-allegations-spill-into-2020-senate-races,"[""Supreme Court"",""Brett Kavanaugh"",""Joe Biden"",""Republicans"",""Democratic"",""Senate"",""Biden"",""Democrats"",""Sara Gideon"",""Susan Collins"",""Maine"",""R""]",Politics
18014,Finance Ministry to expand virus rescue package,finance-ministry-to-expand-virus-rescue-package,"[""Finance Ministry"",""Israel""]",Politics
18015,Israeli firm uncovers attempt to hack US virus drugmaker,israeli-firm-uncovers-attempt-to-hack-us-virus-drugmaker,"[""Israeli"",""Gilead"",""Iran"",""US"",""Gilead Sciences"",""Reuters"",""Ynet"",""Charming Kitten"",""United Nations""]",Politics
18016,UK 'to bring in 14-day quarantine' for air passengers,uk-to-bring-in-14-day-quarantine-for-air-passengers,"[""UK"",""Republic of Ireland"",""BBC News"",""EasyJet"",""British Airways""]",Health
18017,Coronavirus: Garden centres in England to reopen next week,coronavirus-garden-centres-in-england-to-reopen-next-week,"[""England"",""Mark Drakeford"",""Boris Johnson"",""BBC"",""Welsh Government"",""Wales"",""UK""]",Business
18018,Coronavirus: Key safeguards needed for schools to reopen,coronavirus-key-safeguards-needed-for-schools-to-reopen,"[""Boris Johnson"",""Mark Drakeford"",""Trades Union Congress"",""BBC Radio 4"",""Department for Education"",""England"",""Wales"",""Scotland"",""UK"",""Northern Ireland"",""National Education Union"",""Gavin Williamson"",""Isle of Wight"",""National Association of Headteachers""]",Health
18019,"Coronavirus: 'Up to 2,000' UK seafarers stranded",coronavirus-up-to-2-000-uk-seafarers-stranded,"[""Nautilus International"",""UK"",""BBC"",""UK Chamber of Shipping"",""International Chamber of Shipping"",""Kelly Tolhurst"",""International Maritime Organisation""]",Other
18020,Millane's family donate care packages in her memory,millanes-family-donate-care-packages-in-her-memory,"[""British"",""New Zealand"",""Essex"",""Wickford""]",Health
18021,Lotto winner loses out on £1m after deadline passes,lotto-winner-loses-out-on-pound-1-m-after-deadline-passes,"[""Lotto"",""Andy Carter"",""National Lottery"",""Swindon""]",Sports
18022,Mice show their feelings on their faces,mice-show-their-feelings-on-their-faces,"[""Nadine Gogolla"",""Germany"",""Max Planck Institute of Neurobiology"",""Martinsried"",""Kay Tye"",""La Jolla"",""Calif"",""Salk Institute for Biological Studies""]",Pet/Animals
18023,BSA questions delayed lockdown in South Africa,bsa-questions-delayed-lockdown-in-south-africa,"[""South African"",""Cyril Ramaphosa"",""COVID-19"",""South Africa""]",Business
18024,Kitchener-based Communitech connecting several job seekers across Canada,kitchener-based-communitech-connecting-several-job-seekers-across-canada,"[""London"",""St. John's"",""Kitchener"",""Canada"",""Guelph"",""Waterloo"",""Calgary"",""Toronto""]",Business
18025,"Five people recover from Covid-19 in Kenya, recoveries rise to 207",five-people-recover-from-covid-19-in-kenya-recoveries-rise-to-207-1,"[""Machakos"",""Kiambu"",""Homa Bay"",""Eastleigh"",""Old Town"",""Mombasa"",""Kenyans"",""Tanzania"",""Nairobi"",""Migori"",""Kajiado"",""Kenya"",""Covid-19""]",Other
18026,Brady says return to training could involve clubs disinfecting grass,brady-says-return-to-training-could-involve-clubs-disinfecting-grass,"[""West Ham"",""Brady"",""Karren Brady"",""Premier League"",""Boris Johnson"",""Public Health England""]",Sports
18027,Wenger says Arsenal 'left their soul' at Highbury,wenger-says-arsenal-left-their-soul-at-highbury,"[""Arsene Wenger"",""Arsenal"",""Emirates"",""Highbury"",""Premier League"",""beIN Sports"",""Everton"",""Liverpool""]",Sports
18028,Beek can leave Ajax in next transfer window- Van der Sar,beek-can-leave-ajax-in-next-transfer-window-van-der-sar,"[""Frenkie de Jong"",""Bayern Munich"",""Hakim Ziyech"",""European"",""Champions League"",""Real Madrid"",""Manchester United"",""Tottenham"",""Van der Sar"",""Edwin van der Sar"",""Donny van de Beek"",""Ajax"",""Nicolas) Tagliafico"",""Andre) Onana"",""Barcelona"",""Matthijs de Ligt"",""Juventus""]",Sports
18029,Watford opposed to playing in neutral venues,watford-opposed-to-playing-in-neutral-venues,"[""Watford"",""Premier League"",""Sports Grounds Safety Authority"",""Aston Villa"",""The Times"",""Europe""]",Sports
